city,height,name
Berkeley,1.768734495881395,Wvyblf
Denver,1.2122196534887197,Mrurqr
Berkeley,1.7039865094943023,Kfqdax
Denver,0.6853507602255947,Cghyyj
Berkeley,1.151814792519933,Drcrwq
Denver,1.0969284494234726,Bcjerb
Berkeley,1.6693560450873048,Aghosa
Denver,1.5482417528110655,Zkfigk
Denver,1.6312817243874624,Pqbjwa
Berkeley,1.7305865296408158,Gricpl
Denver,1.7141335871913232,Nyjewy
Berkeley,1.3746303632205805,Gxznse
Denver,1.712081471348078,Mshjqi
Denver,1.82206983491443,Ncqryt
Berkeley,1.323922604244349,Hedzrb
Berkeley,1.2978035686098641,Vgaxro
Denver,1.2187214516247,Opwoxw
Denver,1.4048796059939432,Zeswrc
Berkeley,1.2818505000935174,Wvtvaj
Denver,1.6308573907442292,Grilhy
Berkeley,1.523573632268609,Fzlzty
Denver,1.3537937657242036,Hlfzjb
Berkeley,1.1705031445865612,Nurovv
Berkeley,1.314292700654735,Eqajfr
Berkeley,1.2900639955488196,Wenmks
Denver,1.8164798728144078,Objxpj
Denver,1.5456362958843717,Fgrkxk
Berkeley,1.2762112108555477,Uxqadt
Denver,1.677498685070374,Gbcphk
Denver,1.5625091966022457,Eyxgik
Berkeley,1.5034211998449183,Cfiggm
Denver,1.238667576631848,Ewkdqm
Denver,1.2394762016473337,Pygwlm
Berkeley,1.4538455913389516,Kluize
Denver,1.1863190294240165,Vfthlp
Berkeley,1.3199721889407956,Xgzwik
Berkeley,1.43279513412588,Usrjfw
Denver,1.2298556895866737,Ezvngv
Berkeley,1.5392939283369709,Qdtzql
Denver,1.5701936737762243,Ottlsa
Berkeley,1.3862368877991422,Cnbccp
Denver,1.549862266527611,Plllau
Denver,1.9076080547203371,Hoicga
Berkeley,1.6459436615743328,Tlsvqj
Berkeley,1.8451298528893705,Brklkx
Denver,1.1390263726675167,Shzjwa
Berkeley,1.193392558254525,Zpdrar
Denver,1.3906485141178557,Ofyfak
Berkeley,1.5589343000601594,Zkrian
Denver,1.6435779101513297,Kanuip
Berkeley,1.738884429708886,Nygjzu
Denver,1.6652072301618932,Znpgsf
Berkeley,1.266324727840928,Skoghu
Berkeley,1.5362455177197132,Ixratx
Denver,1.306712740829431,Zvzaov
Berkeley,1.117636062956228,Qdrjay
Denver,2.0227952755214065,Tldwik
Berkeley,1.875716027731281,Dekszr
Denver,1.6781785803688163,Iackzh
Berkeley,1.8970152224691457,Nisobc
Denver,1.3665219098537704,Ohozek
Denver,1.3991156951306616,Mixzcu
Denver,1.9259471894480875,Itghqv
Berkeley,1.4552915884767685,Zurmhv
Berkeley,1.4472825958062707,Bxjdrf
Denver,1.7734410555847075,Cdpeui
Berkeley,1.6773197638048905,Wopier
Berkeley,0.8865720173409364,Ymrdaq
Denver,1.763251249856411,Vrfzln
Denver,1.1415091302211504,Vvssta
Denver,1.5873729467119966,Xztnim
Berkeley,1.3161208517652148,Kphjdh
Berkeley,1.5697501933180062,Ehtxrn
Denver,1.6078706784952876,Mtrinb
Denver,1.5914570412396367,Mrodxf
Denver,1.5563371996080324,Jwsmrb
Denver,1.2232339836708752,Rjwiic
Denver,1.6126993620652548,Nfeqvo
Berkeley,1.1852758860445654,Znwfux
Denver,1.4265347590504092,Ptghmj
Berkeley,1.1592198074902016,Xsodse
Denver,1.197013521344363,Ebpfvo
Berkeley,1.727454732419848,Yptwtr
Berkeley,1.9805328582416544,Fkjacj
Berkeley,1.3348492901571136,Ehxmtt
Berkeley,1.9236073486664678,Zwuukg
Berkeley,1.4291558526969748,Zxjnpf
Berkeley,1.5477940440289673,Shvjcy
Denver,1.431041818422395,Tqvozk
Denver,1.3745392381196442,Gevwci
Denver,1.321680892857036,Vasjux
Berkeley,1.447579455008189,Waixuq
Berkeley,1.2700761403500025,Tzdfmn
Berkeley,1.5411427231949841,Cyqtqx
Denver,1.422583818678454,Ewkibc
Denver,1.610167856104887,Oskqbz
Berkeley,1.4802343249644272,Lnvpoj
Berkeley,1.9030568683422018,Fiophc
Denver,1.010533731844396,Mbqvee
Berkeley,1.5828965613054355,Mtsnqd
Berkeley,1.377115996895819,Kknmne
Berkeley,1.5805465524524305,Vurtou
Berkeley,1.8400466275125886,Hifack
Denver,1.4997872931367546,Frkndq
Berkeley,1.2915506966225567,Iuwlfd
Denver,1.620474086471054,Kimaet
Denver,1.3393154475846731,Cqeolh
Denver,1.5800634265557372,Odggvt
Denver,1.2746081377121192,Tbjjsh
Denver,1.6883489119670747,Zfmptd
Denver,1.7879232218410905,Xmzzkb
Berkeley,1.6010348876850053,Xueflk
Denver,1.6146141086099322,Tcnzif
Berkeley,1.4426674289761126,Vidkqc
Denver,1.643424263246723,Edvgtb
Berkeley,1.668592845235563,Safbdp
Denver,1.8490512321799326,Hehnsu
Denver,1.2707256736333423,Jvsvtb
Berkeley,1.8225143415276572,Smzmqc
Berkeley,1.7340843617290367,Jfmzjj
Denver,1.4370456594495111,Diqxdy
Denver,1.0812434600226122,Ncrmhd
Denver,1.8124380514751102,Ldlaqg
Berkeley,1.7237036008059063,Dhwwtm
Berkeley,1.6202160460046307,Ahcxjj
Berkeley,1.380085774939137,Csqewm
Denver,1.480689326982545,Xpaqua
Denver,1.5770011522083782,Kfvrry
Denver,1.504740679618538,Zyfszc
Berkeley,1.4573449841375143,Qruqlm
Berkeley,1.980067498256438,Ehnrck
Denver,1.3968230101863888,Gbctlu
Denver,1.423568031315132,Cfyphk
Berkeley,1.1677161496623762,Ucvtkt
Denver,1.456423584221228,Oerzca
Berkeley,1.5618370110791462,Mxyrei
Berkeley,1.3782892311344102,Qwtyll
Denver,1.6311360459106374,Epbaeh
Berkeley,1.3161321257327738,Ncxass
Denver,1.0242709726391952,Zurugd
Berkeley,1.6777771321902313,Mrnoxf
Denver,1.8312286040767507,Ptruwj
Berkeley,1.4915291460553148,Moegmp
Berkeley,1.8764648987985195,Sinlgg
Berkeley,1.6044379689629726,Xxcxlq
Denver,1.1964984093522242,Lnkvsr
Berkeley,1.501344949892919,Pssvrr
Denver,1.259767803911181,Fsmqqs
Berkeley,1.5016230185528476,Qbykre
Denver,1.4395869192391624,Kslyyd
Berkeley,1.1793767774151536,Tyydzf
Denver,1.558102726497676,Qblsjx
Berkeley,1.4743602703390226,Uraodd
Berkeley,1.8256055334881087,Vmnktn
Berkeley,1.705174600472778,Cpwhvh
Denver,1.6664701306295793,Mpbxwd
Berkeley,1.5350363813092471,Pmlozu
Denver,1.530450134770188,Hxfbxo
Berkeley,1.4987238281668274,Tiaisc
Berkeley,1.6349510734738042,Gpoxtc
Berkeley,1.267642670613543,Emkidv
Berkeley,1.6451809586199857,Ycqqdj
Berkeley,1.6141183178700007,Qipwil
Berkeley,1.3762330543465913,Fdnuoi
Denver,1.4665524796019853,Tesczu
Berkeley,1.427495511891296,Iwajwl
Berkeley,1.434954529963082,Ybfkks
Berkeley,1.3819152486038682,Pzdbab
Denver,1.1388995537591857,Gfvrpz
Denver,1.7522254251785905,Ofignq
Berkeley,0.996036532630238,Cncdci
Berkeley,1.5455444238302065,Zryaqr
Denver,1.4397861917513488,Fdxosa
Denver,1.4351394278441314,Xwqsku
Denver,1.6938343134933196,Rokhdt
Berkeley,1.2738393476554724,Cltwyr
Denver,1.4792324810550967,Vkozya
Denver,1.6110639411059895,Hklmyy
Berkeley,1.6476051262591795,Eurcvx
Denver,1.7663514522423307,Aopevz
Berkeley,1.7355937277941433,Jgwgth
Berkeley,1.9554192683094571,Xkqusa
Berkeley,1.7077101452989631,Pkqwdb
Denver,1.3185699267018618,Nhrsbb
Denver,1.626558413885262,Bnfkhl
Berkeley,1.2752890232412795,Snajrh
Denver,1.6761669002096173,Avzzsz
Berkeley,1.4825206161055695,Ijxyvp
Denver,1.0642199461344886,Krztkv
Denver,1.6256090868830362,Dswsng
Berkeley,1.2077690388343916,Yponlm
Berkeley,1.6375732113200467,Mgykul
Berkeley,1.5134918139941915,Xmcoew
Denver,1.5291380209856658,Blskqj
Denver,1.5237630368282227,Rqjsdm
Berkeley,1.6230457820769204,Lsxqoa
Denver,1.2080273688294523,Ocwduv
Berkeley,1.8031030983420662,Jyauxn
Denver,1.2306334725012373,Amrugf
Berkeley,1.5286620581861639,Lvdnij
Denver,1.5835244060584879,Afaoax
Denver,1.4265827271509033,Kkyxju
Berkeley,1.1985627302280841,Okjycl
Denver,1.4900532396893573,Iuhdnf
Berkeley,1.488489246764469,Xangsz
Berkeley,1.8742603043407542,Kqqnuy
Berkeley,1.4637627340666235,Vczwcd
Berkeley,1.1298048169751138,Thfwer
Denver,1.5758321823466088,Cecbtp
Denver,1.6535799495596004,Zrpcxp
Berkeley,1.8339101835290106,Zcsucj
Denver,1.5638918214030288,Selcft
Berkeley,1.931298167778564,Jsljqe
Denver,1.3178912919429417,Cubyxr
Denver,1.4313116041200873,Pcpeyy
Berkeley,1.5931409170853823,Sdlfui
Denver,1.7343722333495266,Bmwofv
Berkeley,1.495479460938407,Inajeg
Berkeley,1.6203598054957662,Qpglij
Berkeley,1.6402487366969374,Hhakmm
Berkeley,1.3635234982249103,Ojkxpd
Denver,2.0214764211176215,Dktclx
Berkeley,1.4858505986153805,Qowflp
Berkeley,1.6034838534058244,Hikvmq
Denver,1.6553151203636003,Fswdli
Berkeley,1.3900898292889057,Xnmdgz
Denver,1.383888124453679,Rhhrgc
Denver,1.6386179081098529,Ekwzhj
Denver,1.5616816491888508,Rrjshv
Denver,1.4636109717399362,Dcywpm
Denver,1.5321363111732864,Jeanes
Denver,1.493564750167418,Wbumpt
Berkeley,1.3625616794573965,Qcqtrt
Denver,1.601998707719827,Ykpxfs
Berkeley,1.3460456868164408,Kvsvan
Berkeley,1.924202010747225,Fjkzcu
Berkeley,1.3046213197037722,Jwyabk
Denver,1.5129561058718852,Zmocmv
Denver,1.1150880710773785,Madfma
Denver,1.431337462185416,Mgvfdk
Berkeley,1.5814860309247742,Svikfx
Denver,1.4203323683793767,Imtszl
Denver,1.9157898346403932,Ipucqx
Berkeley,1.7584029619183106,Ypuykk
Denver,1.3383268589924417,Taahst
Denver,1.5277046240311105,Nglifp
Berkeley,1.0719303285469575,Aaifwd
Berkeley,1.3183980021695167,Pniyhj
Denver,1.4078440912577872,Jknpen
Berkeley,1.1295141825123967,Zvjnup
Berkeley,1.4252228169536907,Cqhhkf
Berkeley,1.3733468106077233,Rtfyxl
Berkeley,1.792608687307814,Yyqnrv
Berkeley,1.5157973735408738,Ohezrh
Denver,1.8812594531941451,Uumekv
Denver,1.527487595512687,Phulgq
Berkeley,1.5804465085751291,Idvtyf
Denver,1.5035282384158413,Kclrby
Berkeley,1.3278346150313878,Raclup
Berkeley,1.1906458470517536,Dlpxke
Berkeley,1.1221690482597177,Izulgs
Berkeley,1.626251576120541,Isfqqv
Denver,1.4471138452785663,Alazqf
Berkeley,1.1288295376095578,Hnqtzb
Denver,1.3813045576864424,Awrxdf
Denver,1.5933172882184239,Jkqeee
Berkeley,1.5861306768041072,Ybkgbk
Berkeley,1.585703469514975,Srwxze
Berkeley,1.0466686287221139,Plfbpj
Denver,1.4398552939825866,Mnfwve
Denver,1.6150391424183819,Vgitdg
Berkeley,1.482655891324751,Oeyowt
Berkeley,1.846258266279228,Nrnizc
Berkeley,1.899231867050174,Suitdz
Berkeley,1.5623082563031032,Goojfq
Denver,1.6493865864064872,Mhczuy
Denver,1.4683845003817149,Pfvqvd
Berkeley,1.7075772244000542,Smjdrn
Denver,1.5037824925213463,Xnnfqj
Berkeley,0.8729104825390431,Ofjmom
Denver,1.6259480834001951,Cvbolu
Berkeley,1.9881751748965226,Dputws
Denver,1.0432626786669545,Phyjtw
Berkeley,1.9096708272044967,Fjhkzk
Berkeley,1.4663499062481,Xldrcq
Berkeley,1.5967762736366797,Nyxnht
Denver,1.5154373062803967,Logmjq
Denver,1.341420562510334,Mqkrmz
Denver,1.7106756341020946,Epihzr
Berkeley,1.96194696007629,Vppazw
Denver,1.5944764072479665,Nizpww
Denver,1.1943379293278678,Jihdaf
Denver,1.5312571761474838,Aydmyb
Denver,1.5501510051954737,Zlpvyp
Denver,1.5930022993454245,Uabgko
Denver,0.9726747872178413,Keexpj
Denver,1.3409808169398565,Wfzpkg
Denver,1.2204596780355,Tnecqa
Denver,1.5351026732304702,Fhcurz
Berkeley,1.4459528246964113,Xlovfl
Denver,1.7114329395013717,Pdbpgt
Denver,1.4684889637097283,Vdhrak
Denver,1.0337936923032214,Dmztlt
Denver,1.6928703384656125,Dnaekq
Berkeley,1.2151365424696787,Trirtt
Berkeley,1.2041253680604913,Arieip
Berkeley,1.3874701515807868,Wruans
Berkeley,1.3041275034785473,Treesn
Denver,1.8408502387131689,Twlyes
Berkeley,1.340657333522251,Jgbhnz
Berkeley,1.5640557859123358,Fauuyb
Berkeley,1.4251585783108782,Smfpvn
Denver,1.505104572752624,Minwby
Berkeley,1.451845290447043,Xbievc
Denver,1.212915998404477,Zqxcfd
Berkeley,1.7081912468401315,Cioffw
Denver,1.5585432049870898,Qvecfw
Denver,1.8801934975559904,Dszeyp
Denver,1.3946019916262682,Snvjpl
Berkeley,1.8908370371605014,Ggmiup
Berkeley,1.4588822507447863,Nmptbf
Berkeley,1.419782135904225,Capefj
Berkeley,1.5579288673003275,Xyktxx
Berkeley,2.0131402566103866,Zzkmpm
Denver,1.9333644517823663,Sijfeb
Berkeley,1.4745180582757125,Drdkag
Berkeley,1.5836612955450735,Nnrqdy
Berkeley,1.526582510284832,Qgxmct
Denver,1.3351295177449094,Sbuitz
Berkeley,1.4901746117921768,Xxmucm
Berkeley,1.3904293751421637,Jaetby
Berkeley,1.4222532363731242,Dowtyy
Denver,1.6636608213906836,Qjrbgx
Berkeley,1.6302806710546154,Uolmbv
Berkeley,1.8023443598829625,Rafkbr
Berkeley,1.4791325100066017,Culvbk
Denver,1.8021936338159985,Ojkraf
Berkeley,1.6504224885122845,Iorekb
Denver,1.8258589876799076,Ikhxyv
Berkeley,1.485779879313678,Mbqkqu
Denver,1.565518012033633,Nkslxq
Berkeley,1.7865422190424494,Ylrqnd
Berkeley,1.81630563612423,Jfnlyt
Berkeley,1.4424467052321612,Otiqfj
Denver,1.618705147351957,Odebbt
Denver,1.950282728325361,Xdbatx
Denver,1.7135555621078193,Tbxovz
Denver,1.595857324938946,Mjmdbh
Berkeley,1.6052449693224182,Dqeyau
Denver,1.5819994186544353,Xvchkl
Denver,1.5455755339777992,Mlkhun
Berkeley,1.3537991086522023,Zeamks
Berkeley,1.2704288023590171,Lvhehg
Berkeley,1.5996942145223199,Kapjqe
Denver,1.6777059962723766,Trjefc
Berkeley,1.4466340717986987,Dxtiyb
Berkeley,1.736240852081673,Hcfkdk
Berkeley,1.6297245433287408,Gmlwqt
Denver,1.404849186155581,Kbvexz
Berkeley,1.3193356334105348,Fwnzcq
Berkeley,1.8565305127881448,Ocbjdq
Berkeley,1.2475030041330635,Zzrmlc
Berkeley,1.3268999436963906,Zpmros
Berkeley,1.8467503252483044,Vzqipc
Denver,2.0373279553896353,Pilepf
Berkeley,1.276491706211746,Kcuvxp
Berkeley,1.1889279245601556,Wbsnsk
Berkeley,1.565229774801177,Minigf
Berkeley,1.3043125942225962,Byxsxn
Denver,1.8324899243133157,Srsdze
Denver,1.6980479134782274,Dmckhn
Berkeley,1.663591583916661,Oomutf
Denver,1.1835828932564278,Kwoohf
Denver,1.6225480731021498,Yvztjy
Denver,1.3634004403335593,Tzdcxb
Berkeley,1.497494076171124,Lvadax
Berkeley,1.6340459135563774,Thscxj
Denver,1.318955985058562,Sjgdgi
Berkeley,1.0663428717249182,Fjbblz
Denver,1.23388290232133,Liyjyr
Berkeley,1.8475003898108664,Zgtzrg
Denver,1.6344458037865646,Jopgba
Berkeley,1.8877539752420074,Ilowsq
Denver,1.1083669692787717,Vrlwsu
Denver,1.4045231399835207,Qwksxu
Berkeley,1.674545127226032,Lmimwo
Denver,1.50929123464405,Wbbobd
Denver,1.2441508186205235,Cmcwtk
Denver,1.3571650545552125,Pmadij
Berkeley,1.4389970573368118,Xyuglu
Berkeley,1.8616275428671334,Xvptwd
Berkeley,1.6677044032200854,Vgbbst
Denver,1.1340056498616327,Liewka
Denver,1.613848463536338,Ifnclh
Denver,1.36306478726281,Lwvfby
Denver,1.514020575779882,Vvaupx
Berkeley,1.9499706401019528,Ndeits
Berkeley,1.889866895282454,Wzecod
Berkeley,1.8727088628219342,Ymfzvz
Denver,0.8233033259925089,Cfsaax
Denver,1.7135727083896648,Ltheis
Berkeley,1.7730715877380612,Fchfsw
Denver,1.2963913702765788,Ogwume
Berkeley,1.3971066509461525,Hypgst
Denver,1.6890483282811664,Kdfwih
Berkeley,2.107766804791742,Atwdjl
Denver,1.654256124312799,Laiusz
Denver,1.1943126884063608,Zohbas
Denver,1.385407231315071,Lzzacy
Denver,1.6996695025163298,Nefxza
Berkeley,1.567199477774613,Hdxlbs
Denver,1.5132205939030106,Exzhox
Berkeley,1.1759782199821198,Wgxmzj
Denver,1.5314149420396528,Ytefby
Denver,1.7521517224852108,Hxuegs
Berkeley,1.8873749135582747,Jyxixw
Berkeley,1.5845068339204937,Hgdozt
Denver,1.1746040544231289,Rhwpxl
Berkeley,1.2805013185762602,Efpgcx
Denver,1.4927110125478917,Uvcrnh
Denver,1.4137217975584384,Hwykxp
Denver,1.765424842109038,Iaqldz
Berkeley,1.0901859782963585,Vqvcim
Denver,1.642807657373362,Orwknq
Denver,1.5981132245041287,Znsiam
Denver,1.6047173745833296,Cstdiu
Berkeley,1.8286402748660173,Ewofbi
Denver,1.4656882333817052,Osrqsd
Denver,1.3161397630265539,Twwpys
Denver,1.0231985057214787,Sebbhz
Denver,1.3214861734797079,Gduljw
Berkeley,1.4945957753579084,Aetqgm
Denver,1.2868328979030441,Cusfjy
Berkeley,1.510704221444418,Yxgves
Berkeley,1.3175964229047803,Vpwgkb
Berkeley,1.6065502980172401,Rdvouq
Berkeley,1.2777969082895946,Ebtqzy
Berkeley,1.4450219100322337,Ddofgv
Berkeley,1.95210448486787,Aloual
Denver,1.7891809743541591,Vaqeop
Denver,1.1363278008302908,Gexzgg
Berkeley,1.4001030914755677,Lclirs
Denver,1.3316503293969628,Igusbb
Berkeley,1.9083199706721823,Tebthv
Denver,1.6107392647750673,Uittjj
Denver,1.5001366986964282,Douybs
Berkeley,1.597719693575193,Ijanof
Berkeley,1.3452209116047795,Uxjutr
Denver,1.3535625513852159,Xiwfll
Denver,1.2675044193673872,Kizays
Berkeley,1.6730493713374812,Jrptfw
Denver,1.525277514407765,Kktgtj
Berkeley,1.3383054103077803,Hrxevy
Denver,1.4480231226313687,Asmtbz
Denver,1.3850177268951616,Mawogu
Denver,1.5696965365553397,Sfxevm
Berkeley,2.0238682409382442,Tcyszs
Berkeley,1.5305430645522438,Uxlgvz
Berkeley,1.4373805739996466,Wvnnfn
Denver,1.791056003520656,Qnyidg
Berkeley,1.0297305582659615,Jawapd
Denver,1.5618611811785312,Uydhcp
Berkeley,1.5732979406615146,Hmsqwp
Denver,1.3679120021313569,Gxsjgw
Berkeley,1.139963026546249,Gtuhuy
Berkeley,0.6366592328833771,Gfrgfo
Berkeley,1.6429942983002295,Znwbqr
Denver,1.2043818633298553,Txbmhr
Denver,1.0226230615686611,Dosjbe
Berkeley,1.6287401379768696,Ffdgkm
Denver,1.666291250663341,Soothl
Berkeley,1.6292728940166017,Zsskgp
Denver,1.3835560050984812,Ajoqtb
Berkeley,1.6528265454514999,Adekac
Denver,1.9576808425223922,Zwfrls
Denver,1.5649121377685753,Icmjqh
Berkeley,1.7433816704017147,Adkmxn
Denver,1.4751042911591685,Bwygay
Berkeley,1.2508412410599188,Tiiofs
Berkeley,1.7585503460465342,Fmhyek
Denver,1.7238283893826147,Yierux
Berkeley,1.1836557782167247,Fcnzuu
Berkeley,1.6895386152728147,Jjnfdi
Denver,1.3990036902532628,Wanpxj
Berkeley,1.0284636457191163,Pyxsat
Denver,1.3557270292198735,Flqkcy
Berkeley,1.505448432971006,Rxcakp
Berkeley,1.2067783258548563,Rwclgo
Berkeley,1.598947572976271,Enmtej
Denver,1.517685399051475,Kbxnmh
Berkeley,1.206770976572763,Qfwajr
Berkeley,1.8005897770952068,Zjvkrn
Berkeley,1.6211181705125868,Ctvbvx
Berkeley,1.5982652651790223,Eeszkq
Berkeley,1.4278234383375223,Thszvp
Berkeley,1.3645590875360893,Gisegu
Berkeley,1.2947778745830578,Foyebq
Berkeley,1.8002882218435003,Cnphck
Denver,1.426973761611664,Alrgrq
Berkeley,1.1409711566961551,Sgdaos
Berkeley,1.02145502418272,Thbmhm
Berkeley,1.7588938333009119,Hdpqdp
Denver,1.539970752787445,Xyidsp
Denver,1.4667588995504097,Dowjrp
Denver,1.2690554645307524,Tuhcme
Denver,1.5624452178440462,Iezvid
Denver,1.2100307655978717,Oeipam
Denver,1.5341715350899934,Qpnrlz
Denver,1.5274891289733992,Hzosro
Berkeley,1.6894427863479375,Chprfl
Berkeley,1.5139160545331654,Jhmrub
Denver,1.6361790737801383,Zlrmaa
Denver,1.2283689179676593,Lklmvg
Berkeley,1.2114660944371152,Lzdoix
Berkeley,1.8129659730998517,Njpbbv
Denver,1.8856803025689493,Yncugd
Berkeley,1.2713474103913556,Buluup
Denver,1.787615687612615,Euvcoi
Berkeley,1.2142535694441488,Dnhugh
Denver,2.2720561425229513,Yussdr
Denver,1.5200321563752746,Qacmuw
Berkeley,1.8160911794487093,Bghkjc
Denver,1.1302360346748621,Eqjltc
Denver,1.6293257325867812,Fhfcdh
Denver,1.6243965667364464,Ugrohp
Berkeley,1.827701321950455,Jgndnq
Denver,1.198028961798891,Cjfjat
Denver,1.2217131052229115,Ymtvjc
Denver,1.9642004398594377,Bbzuee
Berkeley,1.746890988867085,Zckxed
Berkeley,1.3607206136227912,Mzbelq
Berkeley,1.7514054571989894,Aelbgt
Berkeley,1.4349530812785738,Yfauaz
Denver,1.4074792613079756,Rfddkh
Denver,1.3142936455521919,Rprkyo
Berkeley,1.4774008919002133,Rdyaym
Denver,1.409777747737261,Nnwcox
Berkeley,1.9687042830032508,Mqynnl
Denver,1.0470810484859845,Nywayb
Denver,1.1508036839563245,Dwgvqr
Denver,1.380469892299955,Iitkix
Berkeley,1.8696109359493351,Jivtew
Denver,1.4428598022033392,Khwnbv
Berkeley,1.4906425475021534,Kclmsw
Denver,1.1212223810782191,Ddlydl
Denver,1.1607703822929616,Tkmnxx
Berkeley,1.667879987133191,Xkzsso
Berkeley,1.5363015935355946,Bmqric
Denver,1.3103083247707574,Wfucnp
Berkeley,1.3116157071918402,Gudpzx
Berkeley,0.7050021898282735,Cmwyvb
Denver,0.8003662895086446,Hftikq
Denver,1.3756530392724016,Posjki
Berkeley,1.850654495359537,Qpzmet
Berkeley,1.5905707181178954,Jwhldt
Denver,1.5571910232224224,Xnrwtg
Berkeley,1.5372042618506427,Zhoiml
Denver,2.2867785579852353,Rjtjvp
Denver,1.393022862456781,Wotpip
Denver,1.3312230666116036,Kkzefn
Denver,1.4535871463150063,Gyxaya
Denver,1.5728383926922622,Oxwtxw
Denver,1.4858592691237529,Kfsfqa
Berkeley,1.6514392882102351,Jucgjn
Berkeley,1.5220670647692125,Potiee
Berkeley,1.7757924906093634,Bgwdue
Berkeley,1.6244470254015237,Rqgpxv
Denver,1.636050393600757,Lmxyjt
Berkeley,1.5719198903515044,Qjmpyw
Berkeley,1.591190729146734,Qsecpf
Denver,1.6996594472297062,Iicwgp
Denver,1.7049003854847766,Lvicnn
Denver,1.7893659438931175,Rcqzeg
Berkeley,1.811670434061814,Zcqljv
Berkeley,1.4921668343240708,Glkmtc
Denver,1.5958443481324183,Iixeoi
Denver,1.740075108876746,Lhkywy
Berkeley,1.5448554554424527,Hgaynn
Denver,1.797734399601918,Rpxgsg
Denver,1.4939233495222561,Iubstk
Denver,1.2722340528144431,Sluiyr
Berkeley,1.6760131806453118,Tutenx
Denver,1.4960583269827714,Vvnedz
Denver,1.2231513302139385,Iovpcb
Denver,1.1027832512182245,Ljisod
Denver,1.856945173592597,Wiytkm
Denver,2.019906359227673,Phbpxc
Berkeley,1.3511226332083905,Gxexci
Denver,1.3151631406224533,Znlrmo
Denver,2.095261096630591,Auiyya
Berkeley,1.5888164349444307,Qhobjt
Denver,1.6789893760676005,Iswkal
Denver,0.6978798940971145,Eovmyo
Denver,1.3626431790244933,Ykkswq
Denver,1.522309529693284,Gdmhuq
Denver,2.070790857277074,Cqxmqx
Denver,1.9018395048067442,Fdbgeu
Berkeley,1.4894721811921978,Hsgchk
Berkeley,1.7685786269570274,Vvcslg
Denver,1.2948271358443746,Yqnevq
Denver,1.5601479137326058,Fxsnbr
Berkeley,1.2747584752697247,Dhacym
Berkeley,1.996337982850409,Dhbwwq
Denver,1.3497730376736952,Sosiqo
Denver,1.5885098985664003,Ewzrdg
Berkeley,1.2272774526412005,Ecokay
Berkeley,1.454505187295307,Mszfff
Berkeley,1.5296288446003008,Msdurd
